product_id,name,price_krw,collection,summary,description,material,lining,dimensions,origin,color,size,availability,features,images,url
MMLGATA05K8001,Aren 비세토스 슬링백,,Aren,나파 가죽 트림이 더해진 비세토스 모노그램 캔버스 슬링백,"클래식한 백팩을 대체하는 새로운 형태. 시그니처 비세토스와 나파 가죽으로 완성된 미니 사이즈 Aren 슬링 백은, 싱글 스트랩 디테일과 기하학적 구조로 자유로운 움직임을 가능하게 합니다. 내부와 외부 수납공간을 조화롭게 구성해 실용성이 돋보입니다.",비세토스 모노그램 캔버스,스웨이드 마감의 극세사 안감,약 7 x 23 x 31 센티미터,대한민국,khaki moss,미니,품절,길이 조절이 가능한 스트랩 | 앞면 및 뒷면 지퍼 수납공간 | 각진 지퍼 클로저 | 바바리안 다이아몬드 가죽 패치가 더해진 내부 포켓 | 바디:비세토스 모노그램 캔버스 | 트림: 나파 가죽 | 실버톤 코발트 브라스 하드웨어 | 스웨이드 마감의 극세사 안감 | 약 7 x 23 x 31 센티미터 | 스트랩 길이: 93 cm - 121 cm | 제조국: 대한민국,https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMLGATA05K8001_10,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%AC%EB%A7%81%EB%B0%B1/MMLGATA05K8001.html?cgid=bags-belt-bags
MWZGSAK01BK001,Diamant 3D 갤러틱 갈라 양가죽 벨트백,,,갤럭틱 갈라 메탈 스터드 하드웨어가 돋보이는 램스킨 레더 벨트백,"클래식 뮌헨 휘장을 다차원적으로 재해석한 듀오 벨트백. 바이에른 다이아몬드에서 영감을 받은 양방향 지퍼 클로저로 실용성을 더했으며, 풍성한 양가죽으로 완성된 큰 사이즈 백에는 둥근 메탈 스터드 장식이 더해져 이번 시즌 테마를 우아하게 표현합니다. 가죽 벨트 스트랩을 활용해 두 백을 함께 연출하거나, 각각 단독으로 착용하여 다채로운 스타일링이 가능합니다.",양가죽,스웨이드 마감의 극세사 안감,약 11 x 24 x 18 센티미터,대한민국,black,S,품절,탈부착 가능하며 길이 조절이 가능한 가죽 벨트 스트랩 | 갤럭틱 갈라 메탈 스터드 | 스터드 장식이 더해진 미니백과 스몰백 포함된 구성 | MCM 로고 모티프 (미니백) | 양방향 지퍼 클로저 | 내부 지퍼 수납공간 (스터드 장식 가방) | 바디: 양가죽 | 실버톤 코발트 메탈 하드웨어 | 스웨이드 마감의 극세사 안감 | 약 11 x 24 x 18 센티미터 | 스트랩 길이: 68 cm - 104 cm | 제조국: 대한민국,https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_12 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_13 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_12 | https://images.mcmworldwide.com/i/mcmworldwide/MWZGSAK01BK001_13,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/diamant-3d-%EA%B0%A4%EB%9F%AC%ED%8B%B1-%EA%B0%88%EB%9D%BC-%EC%96%91%EA%B0%80%EC%A3%BD-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MWZGSAK01BK001.html?cgid=bags-belt-bags
MWZFSAK04CO001,비세토스 레더 믹스 다이아몬드 3D 벨트 백,,비세토스,스페인산 송아지 가죽 트림이 있는 비세토스 모노그램 캔버스 소재의 벨트 백,"바이에른 다이아몬드를 조각적으로 해석한 스몰 벨트 백으로, 뮌헨 코드의 예리한 각도에서 영감을 받은 양방향 지퍼 디자인이 특징입니다. 비세토스와 스페인산 송아지 가죽으로 제작한 대담한 실루엣은 가죽 버클 스트랩이 더해져 허리에 걸치거나 크로스백으로 연출할 수 있습니다.",비세토스 모노그램 캔버스,스웨이드 마감 마이크로파이버 안감,약 7 x 23 x 14 센티미터,대한민국,cognac,S,품절,참을 달 수 있는 D링 디테일의 조절 가능한 가죽 스트랩 | 외부 포켓 | MCM 로고 모티프 | 양방향 사선 지퍼 클로저 | 내부 지퍼 수납공간 | 바디: 비세토스 모노그램 캔버스 | 트림: 스페인산 송아지 가죽 | 24K 도금 브라스 금속 장식 | 스웨이드 마감 마이크로파이버 안감 | 약 7 x 23 x 14 센티미터 | 스트랩 길이: 75cm~107cm | 제조국: 대한민국,https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_12 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_13 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_12 | https://images.mcmworldwide.com/i/mcmworldwide/MWZFSAK04CO001_13,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%A0%88%EB%8D%94-%EB%AF%B9%EC%8A%A4-%EB%8B%A4%EC%9D%B4%EC%95%84%EB%AA%AC%EB%93%9C-3d-%EB%B2%A8%ED%8A%B8-%EB%B0%B1/MWZFSAK04CO001.html?cgid=bags-belt-bags
MMZGSFI02BK001,Fursten 맥시 모노그램 레더 벨트백,,,엠보싱 처리된 맥시 비세토스 모노그램 모티프가 더해진 내추럴 풀그레인 레더 벨트 백,클래식 비세토스 모노그램을 업스케일해 새롭게 선보이는 ‘Fursten’ 벨트 백은 MCM의 자유로운 모빌리티 철학을 장인정신으로 구현한 작품입니다. 두 개의 지퍼 수납공간으로 효율적인 수납을 제공합니다.,천연 풀 그레인 레더,스웨이드 마감의 극세사 안감,약 10 x 38 x 14 센티미터,이탈리아,black,M,품절,버클 클로저가 더해진 길이 조절이 가능한 패브릭 웨빙 스트랩 | 엠보싱 처리된 맥시 모노그램 모티프 | 뒷면 외부 지퍼 포켓 | 참 장식 부착이 가능한 D링 디테일 | 양방향 지퍼 클로저 | 내부 슬립 포켓 | 바디: 천연 풀 그레인 레더 | 다크 메탈 하드웨어 | 스웨이드 마감의 극세사 안감 | 약 10 x 38 x 14 센티미터 | 스트랩 길이: 65 cm - 106 cm | 제조국: 이탈리아,https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_10,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/fursten-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZGSFI02BK001.html?cgid=bags-belt-bags
MMZAAFI01CO001,비세토스 프루스튼 벨트백,,비세토스,유행 중인 스트리트웨어 클래식인 프루스튼 벨트백은 간편하게 휴대할 수 있는 전설적인 아이템입니다.,날렵한 실루엣과 헤리티지 형태가 특징이며 빠르게 돌아가는 라이프스타일에 쉽게 적응합니다. 허리에 차거나 크로스바디로 착용하여 스트리트 스타일 룩을 완성해 보세요. 몸쪽에 숨겨진 슬릿 포켓은 귀중품을 보관하기 좋습니다.,,,약 10 x 38 x 14 센티미터,대한민국,cognac,M,품절,나파 가죽 트림 | 전면과 후면의 외부 지퍼 포켓 | 내부 오픈 포켓 | 24K 도금 금속 장식 | 코티드 캔버스 | 측면 D링 장식 | 약 10 x 38 x 14 센티미터 | 스트랩 길이: 65cm ~ 106cm | 제조국: 대한민국,https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01CO001_01,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%94%84%EB%A3%A8%EC%8A%A4%ED%8A%BC-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZAAFI01CO001.html?cgid=bags-belt-bags
MMZAAFI04CO001,비세토스 프루스튼 벨트백,,비세토스,유행 중인 스트리트웨어 클래식인 스몰 Fursten 벨트백은 간편하게 휴대할 수 있는 전설적인 아이템입니다.,"모던한 Fursten은 헤리티지 실루엣을 따른 더욱 슬림한 실루엣이 특징입니다. 현대의 글로벌 노마드를 위한 활용도 높은 벨트 백으로, 스트리트 스타일의 웨이스트백 또는 크로스백으로 다양하게 스타일링할 수 있습니다.",,코튼 트윌 안감.,약 8 x 34 x 12 센티미터,대한민국,cognac,S,품절,나파 가죽 트림 | 전면과 후면의 외부 지퍼 포켓 | 양방향 지퍼 클로저 | 내부 오픈 포켓 | 측면 D링 장식 | 24K 도금 금속 장식 | 비세토스 모노그램 코티드 캔버스. | 나파 가죽 트림 | 24K 도금 메탈 금속 장식 | 코튼 트윌 안감. | 약 8 x 34 x 12 센티미터 | 스트랩 길이: 65cm ~ 106cm | 제조국: 대한민국 | 코티드 캔버스,https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_01,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%94%84%EB%A3%A8%EC%8A%A4%ED%8A%BC-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZAAFI04CO001.html?cgid=bags-belt-bags
MMZAAFI01BK001,비세토스 프루스튼 벨트백,,비세토스,유행 중인 스트리트웨어 클래식인 프루스튼 벨트백은 간편하게 휴대할 수 있는 전설적인 아이템입니다.,날렵한 실루엣과 헤리티지 형태가 특징이며 빠르게 돌아가는 라이프스타일에 쉽게 적응합니다. 허리에 차거나 크로스바디로 착용하여 스트리트 스타일 룩을 완성해 보세요. 몸쪽에 숨겨진 슬릿 포켓은 귀중품을 보관하기 좋습니다.,,,약 10 x 38 x 14 센티미터,대한민국,black,M,품절,나파 가죽 트림 | 전면과 후면의 외부 지퍼 포켓 | 내부 오픈 포켓 | 코발트 하드웨어. | 측면 D링 장식 | 약 10 x 38 x 14 센티미터 | 스트랩 길이: 65cm ~ 106cm | 제조국: 대한민국 | 코티드 캔버스,https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_12 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_12 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI01BK001_01,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%94%84%EB%A3%A8%EC%8A%A4%ED%8A%BC-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZAAFI01BK001.html?cgid=bags-belt-bags
MMZAAFI04BK001,비세토스 프루스튼 벨트백,,비세토스,유행 중인 스트리트웨어 클래식인 스몰 Fursten 벨트백은 간편하게 휴대할 수 있는 전설적인 아이템입니다.,"모던한 Fursten은 헤리티지 실루엣을 따른 더욱 슬림한 실루엣이 특징입니다. 현대의 글로벌 노마드를 위한 활용도 높은 벨트 백으로, 스트리트 스타일의 웨이스트백 또는 크로스백으로 다양하게 스타일링할 수 있습니다.",,코튼 트윌 안감.,약 8 x 34 x 12 센티미터,대한민국,black,S,품절,나파 가죽 트림 | 버클 잠금 장치가 있는 조절 가능한 웨빙 스트랩 | 양방향 지퍼 클로저 | 내부 오픈 포켓 | 측면 D링 장식 | 코발트 금속 장식 | 비세토스 모노그램 코티드 캔버스. | 나파 가죽 트림 | 코발트 메탈 하드웨어. | 코튼 트윌 안감. | 약 8 x 34 x 12 센티미터 | 스트랩 길이: 65cm ~ 106cm | 제조국: 대한민국 | 코티드 캔버스,https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_01,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%94%84%EB%A3%A8%EC%8A%A4%ED%8A%BC-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZAAFI04BK001.html?cgid=bags-belt-bags
MMZGSFI01BK001,Fursten 모노그램 나일론 벨트백,,,비세토스 모노그램이 더해진 프리미엄 코튼 블렌드 소재의 니트 삭스,"모노크롬 컬러의 마스터피스 벨트백으로, 블랙 이탈리안 나일론과 가죽으로 제작되어 하우스의 세련된 디자인 철학을 담았습니다. 시그니처 비세토스 모노그램으로 완성된 실루엣에 세 개의 지퍼 수납 공간이 더해져 깔끔한 구조미를 선사합니다.",이탈리안 나일론,나일론 안감,약 7 x 40 x 19 센티미터,대한민국,black,M,품절,길이 조절이 가능한 금속 버클 패브릭 웨빙 스트랩 | 비세토스 모노그램 전면 프린트 | 뒷변 외부 지퍼 포켓 | 로고 브라스 플레이트 | 앞면 지퍼 포켓 | 양방향 지퍼 클로저 | 내부 포켓 | 바디: 이탈리안 나일론 | 트림:천연 가죽 | 무광 블랙 메탈 하드웨어 | 나일론 안감 | 약 7 x 40 x 19 센티미터 | 스트랩 길이: 65 cm to 106 cm | 제조국: 대한민국,https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_12 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_12,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/fursten-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%82%98%EC%9D%BC%EB%A1%A0-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZGSFI01BK001.html?cgid=bags-belt-bags
MMZESFI01BK001,Fursten 맥시 모노그램 레더 벨트백,,,엠보스드 비세토스 모노그램이 돋보이는 천연 나파 가죽 벨트백,업스케일 버전의 클래식 비세토스 모노그램이 새겨져 있으며 뛰어난 휴대성으로 더욱 향상된 MCM 수공예를 선보이는 Frusten 벨트백입니다. 앞면과 중앙 및 뒷면 지퍼 수납공간을 활용하여 소지품을 깔끔하고 고급스럽게 정리할 수 있습니다.,천연 나파 가죽,스웨이드 마감 마이크로파이버 안감,약 8 x 40 x 19 센티미터,대한민국,black,M,품절,버클 잠금 장치가 있는 조절 가능한 패브릭 웨빙 스트랩 | 엠보스드 맥시 모노그램 | 앞면 및 뒷면의 외부 지퍼 포켓 | 내부 슬립 포켓이 있는 지퍼 여밈 주요 수납공간 | 바디: 천연 나파 가죽 | 매트 블랙 메탈 하드웨어. | 스웨이드 마감 마이크로파이버 안감 | 약 8 x 40 x 19 센티미터 | 스트랩 길이: 65cm ~ 106cm | 제조국: 대한민국,https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZESFI01BK001_11,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/fursten-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZESFI01BK001.html?cgid=bags-belt-bags
MMZFSFI03BK001,Fursten 리사이클 나일론 벨트 백,,,비세토스 모노그램 프린트 메시 수납공간과 천연 나파 가죽 트리밍이 돋보이는 리사이클 나일론 벨트 백,"Fursten 벨트 백의 리사이클 라일론 버전으로, 뮌헨 하우스를 상징하는 세련된 디자인 정신과 가벼운 무게감의 장인정신이 돋보이는 아이템입니다. 고급스러운 가죽 액센트가 강조된 이번 시즌 실루엣은 시그니처 비세토스 모노그램이 프린트된 메시 수납공간이 특징입니다.",이탈리아산 재생 나일론,나일론 라이닝,약 8 x 40 x 19 센티미터,대한민국,black,M,품절,조절 가능한 패브릭 웨빙 버클 스트랩 | 뒷면 외부 지퍼 포켓 | 비세토스 모노그램 프린트가 돋보이는 앞면 지퍼 수납공간 | 양면 지퍼 클로저 | 내부 포켓 | 바디: 이탈리아산 재생 나일론 | 트림: 천연 나파 가죽 | 실버 톤 코발트 메탈 하드웨어 | 나일론 라이닝 | 약 8 x 40 x 19 센티미터 | 스트랩: 65 cm ~ 106 cm | 제조국: 대한민국,https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZFSFI03BK001_11,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/fursten-%EB%A6%AC%EC%82%AC%EC%9D%B4%ED%81%B4-%EB%82%98%EC%9D%BC%EB%A1%A0-%EB%B2%A8%ED%8A%B8-%EB%B0%B1/MMZFSFI03BK001.html?cgid=bags-belt-bags
